veh_value,exposure,clm,numclaims,claimsize,veh_body,veh_age,gender,area,agecat,valcat
1.45,.32854209445577,1,2,1275.21999931335,SEDAN,3,F,C,6,1
.46,.32854209445577,1,1,345,HBACK,4,M,C,3,1
1.42,.670773442841892,1,2,1955.78999710083,SEDAN,3,M,B,2,1
2.38,.670773442841892,1,1,1535.65999984741,STNWG,3,F,A,4,1
1.95,.32854209445577,1,1,353.769999980927,SEDAN,2,F,E,2,1
2.22,.668035592054366,1,1,2169.79999923706,HBACK,1,F,A,4,1
.92,.670773442843711,1,1,200,HBACK,3,F,D,5,1
1.03,.591375770018203,1,1,1273.51999664307,HBACK,2,F,D,3,1
3.14,.613278576311131,1,1,353.769999980927,STNWG,3,M,B,4,2
1.14,.383299110195367,1,1,200,HBACK,2,F,C,4,1
1.09,.958247775495693,1,2,1497.69999694824,SEDAN,3,M,C,4,1
1.3,.999315537302664,1,1,994.639999389648,STNWG,4,M,C,5,1
.78,.906228610539586,1,1,6981.81999206543,SEDAN,4,M,B,5,1
.71,.711841204647499,1,1,6354.12998962402,HBACK,4,F,A,4,1
1.91,.958247775495693,1,1,568.689999580383,SEDAN,2,F,D,3,1
.82,.15605749486491,1,1,7984.53999328613,SEDAN,4,M,B,3,1
1.19,.336755646814709,1,1,1988.87999725342,STNWG,4,M,C,2,1
1.41,.958247775495693,1,1,1463,SEDAN,3,F,D,6,1
.4,.104038329910509,1,1,200,HBACK,4,M,C,3,1
.7,.725530458585126,1,1,200,STNWG,4,F,B,6,1
5.236,.884325804239779,1,1,5858.01998901367,STNWG,1,F,F,2,3
4.349,.903490759747001,1,1,200.000000230968,UTE,1,F,C,3,2
.91,.490075290893458,1,1,1266.70999908447,HBACK,3,F,B,3,1
1.3,.725530458585126,1,1,200,HBACK,2,M,B,5,1
.92,.596851471587797,1,1,5451.21998596191,HBACK,3,M,B,4,1
1.85,.802190280628565,1,1,200,SEDAN,2,F,C,3,1
1.76,.287474332648344,1,1,6960.80999755859,HBACK,2,F,B,3,1
1.54,.903490759752458,1,1,394.519999980927,SEDAN,4,F,D,4,1
1.1,.720054757010075,1,1,1604.72999954224,HBACK,2,F,D,3,1
1.5,.903490759752458,1,1,520.799999237061,HDTOP,4,M,E,2,1
1.75,.287474332646525,1,1,1418.06999969482,SEDAN,2,F,D,1,1
1.07,.974674880215389,1,1,233.75,HBACK,4,F,C,4,1
2.31,.596851471593254,1,1,353.769999980927,SEDAN,2,M,A,5,1
1.56,.895277207389881,1,1,1148.47999954224,UTE,3,M,A,2,1
.61,.577686516080178,1,1,1736.63999938965,COUPE,4,F,A,2,1
1.51,.657084188907902,1,1,245,SEDAN,2,F,C,1,1
.6,.292950034221178,1,2,5608.21998023987,COUPE,4,F,A,3,1
1.73,.147843942504153,1,1,9002.53994750977,HBACK,2,F,C,4,1
1.12,.279260780283948,1,1,3668.45999908447,HBACK,2,F,A,4,1
2.48,.722792607797601,1,1,325.17999958992,STNWG,3,F,F,2,1
.31,.79945242984104,1,1,353.769999980927,SEDAN,4,M,B,6,1
1.17,.720054757010075,1,1,3059.62999725342,HBACK,2,F,C,6,1
2.88,.350444900751938,1,1,3856.5700302124,SEDAN,2,F,B,4,2
3.18,.197125256672734,1,1,200,UTE,2,M,D,2,2
1.5,.799452429837402,1,1,409.089999675751,UTE,4,M,D,3,1
.97,.79945242984104,1,1,5186,HBACK,3,M,C,2,1
1.93,.79945242984104,1,1,440.539999961853,STNWG,4,M,E,3,1
2.67,.665297741266841,1,1,200,SEDAN,1,M,C,3,2
.47,.183436002736926,1,1,955.209999084473,PANVN,4,F,A,3,1
1.76,.971937029426044,1,1,200,HBACK,2,F,B,2,1
3.83,.750171115672458,1,1,554.549999237061,STNWG,2,F,F,3,2
.62,.596851471593254,1,1,353.769999980927,PANVN,4,F,B,2,1
3.36,.804928131416091,1,1,353.769999980927,STNWG,2,M,A,2,2
1.92,.596851471593254,1,1,200,SEDAN,1,F,C,4,1
1.17,.596851471593254,1,1,6944.29998779297,TRUCK,3,M,C,4,1
1.01,.522929500340979,1,1,2050.71999359131,STNWG,3,F,A,3,1
4.32,.673511293633965,1,1,708.809999465942,STNWG,1,F,B,3,2
1.33,.958247775495693,1,1,5284.96998596191,HBACK,1,F,C,4,1
1.15,.662559890479315,1,1,200,HBACK,3,M,C,3,1
1.3,.662559890479315,1,1,3226.7799987793,HBACK,1,M,B,4,1
.68,.596851471593254,1,1,897.25,STNWG,4,M,D,6,1
4.11,.988364134151198,1,1,2421.54999542236,STNWG,2,M,A,3,2
.99,.97467488021357,1,1,200,HBACK,3,F,C,3,1
.39,.97467488021357,1,1,200,HBACK,4,F,A,3,1
1.67,.594113620805729,1,1,1810.04999923706,TRUCK,3,F,C,1,1
1.49,.594113620806297,1,1,1961.79999923706,HBACK,1,F,C,1,1
1.6,.262833675562888,1,1,1334.95999908447,STNWG,2,F,F,3,1
2.28,.991101984938723,1,1,353.769999980927,SEDAN,2,F,B,3,1
1.02,.720054757010075,1,1,3016.56999969482,HBACK,4,F,A,3,1
3.34,.449007529088703,1,1,928.539999008179,SEDAN,1,F,C,4,2
3.08,.991101984938723,1,1,1907.59999847412,STNWG,2,M,A,6,2
2.24,.895277207389881,1,1,2768.62999725342,UTE,2,M,D,5,1
1.93,.895277207389881,1,1,353.769999980927,HBACK,2,F,A,1,1
2.099,.9993155373013,1,1,353.769999980927,HBACK,1,M,A,6,1
1.49,.205338809033094,1,1,5057.72998046875,SEDAN,2,F,C,4,1
1.76,.895277207389881,1,1,353.769999980927,SEDAN,2,M,C,5,1
1.78,.733744010947703,1,1,1528.76999664307,UTE,2,F,E,3,1
1.78,.720054757010075,1,1,1200.84999847412,SEDAN,2,F,C,4,1
1.48,.262833675562433,1,1,389.949999809265,SEDAN,3,M,E,5,1
.5,.583162217655627,1,1,5493.70999145508,HBACK,4,M,C,1,1
.89,.626967830248759,1,1,1689.76999664307,HBACK,3,M,A,2,1
1.66,.284736481858999,1,1,1915.45454025269,HBACK,1,F,B,4,1
.64,.262833675562433,1,1,461.089999198914,SEDAN,4,M,C,1,1
1.45,.722792607795782,1,1,435.909999847412,STNWG,4,F,A,2,1
1.25,.999315537297662,1,1,389.949999809265,SEDAN,3,F,E,3,1
1.57,.810403832983866,1,1,200,SEDAN,3,M,A,3,1
2.95,.416153319642035,1,1,4622.31999206543,SEDAN,1,M,B,2,2
.91,.583162217655627,1,1,1158.47999954224,HBACK,3,F,B,2,1
1.73,.284736481858999,1,1,826.349998474121,SEDAN,1,F,B,4,1
1.26,.92265571525661,1,1,3358.01999664307,HBACK,2,F,C,5,1
1.45,.892539356601958,1,1,389.949999809265,TRUCK,4,M,E,4,1
.72,.646132785761438,1,1,649.469999313354,HBACK,3,F,B,1,1
3.98,.720054757010075,1,1,1337.59999847412,SEDAN,1,F,D,5,2
.6,.588637919230678,1,2,6610.21999359131,COUPE,4,M,A,2,1
2.41,.960985626283218,1,1,389.949999809265,STNWG,3,M,F,3,1
.94,.588637919230678,1,1,4009.46998596191,SEDAN,4,M,A,1,1
.44,.71731690622255,1,1,490.899993896484,HBACK,4,F,C,2,1
1.57,.624229979461234,1,1,345,SEDAN,2,F,B,1,1
1.17,.966461327850993,1,1,537.229999542236,COUPE,4,M,B,3,1
2.89,.982888432572508,1,1,408.949999809265,STNWG,3,M,E,2,2
1.58,.197125256672734,1,1,360,SEDAN,3,M,A,2,1
.5,.97467488021357,1,1,441.419999599457,HBACK,4,M,C,4,1
.28,.892539356602356,1,1,4025.21270751953,HBACK,4,F,B,3,1
2.67,.588637919232042,1,1,200,HDTOP,2,M,C,2,2
1.68,.955509924704529,1,1,1544.75999832153,SEDAN,2,M,C,5,1
.48,.999315537296297,1,1,620.729999542236,MIBUS,4,F,D,4,1
1.17,.65708418891154,1,1,3382.44999694824,HBACK,2,M,A,5,1
.92,.588637919230678,1,1,389.949999809265,STNWG,4,F,E,3,1
1.82,.65708418891154,1,1,2849.56999969482,HBACK,2,F,B,4,1
.7,.65708418891154,1,1,390,STNWG,4,F,B,2,1
2.75,.58863791923028,1,1,4613.71998596191,STNWG,2,F,E,1,2
.5,.188911704311579,1,1,4394.50016784668,UTE,4,M,C,2,1
.89,.725530458585126,1,1,353.769999980927,SEDAN,4,M,C,2,1
3.56,.867898699514626,1,1,3672.88999938965,STNWG,3,F,F,2,2
1.39,.668035592054366,1,1,946.14999961853,SEDAN,3,F,A,4,1
2.22,.668035592054366,1,1,204.5,HBACK,1,F,A,5,1
.76,.892539356602356,1,1,2482.0581741333,STNWG,4,M,A,4,1
1.44,.999315537294024,1,1,1341.4999961853,PANVN,3,M,C,3,1
2.54,.892539356602356,1,1,1226.87999725342,STNWG,3,M,B,5,2
3.38,.966461327850993,1,1,5760.44999694824,UTE,2,M,F,1,2
.42,.377823408623556,1,1,3953.06999206543,SEDAN,4,M,B,4,1
1.549,.999315537296297,1,1,200,HBACK,1,F,C,5,1
3.05,.585900068443152,1,1,1903.62999725342,STNWG,3,F,D,3,2
1.6,.268309377137484,1,1,200,HBACK,2,M,C,6,1
4.5,.966461327850993,1,1,389.949999809265,STNWG,1,F,F,2,2
2.12,.955509924708167,1,1,1951.81999969482,STNWG,4,M,E,2,1
.92,.955509924708167,1,1,367.729999542236,UTE,4,M,B,6,1
1.52,.544832306637147,1,1,200,HBACK,1,F,C,1,1
.42,.829568788496147,1,1,2409.31999969482,STNWG,4,F,C,3,1
2.06,.980150581788621,1,1,3030,SEDAN,2,F,F,4,1
2.349,.728268309372652,1,1,920.479999542236,SEDAN,1,M,C,3,1
1.44,.19986310746026,1,1,477.269999504089,UTE,4,M,F,2,1
1.81,.602327173168305,1,1,12878.6299438477,SEDAN,2,F,E,3,1
1.26,.668035592053968,1,1,200,HBACK,2,F,C,2,1
3.52,.585900068443152,1,1,353.769999980927,STNWG,2,M,C,4,2
1.87,.585900068443152,1,1,3223.63636016846,SEDAN,1,F,A,1,1
1.6,.980150581788621,1,1,887.389999389648,HBACK,2,F,E,3,1
1.31,.665297741266841,1,1,389.949999809265,STNWG,3,F,E,6,1
1.84,.665297741266841,1,1,572.719999313354,HBACK,2,F,B,6,1
2.33,.665297741270479,1,1,400,UTE,3,M,D,2,1
2.81,.344969199175921,1,1,736.369998931885,SEDAN,2,M,A,3,2
1.77,.0273785078712194,1,1,4724.36085510254,SEDAN,2,F,B,2,1
2.33,.665297741266841,1,1,200,SEDAN,1,F,A,4,1
2.94,.79945242984104,1,1,246.679999947548,STNWG,3,M,C,3,2
1.28,.79945242984104,1,1,1515.64999771118,HBACK,2,M,D,1,1
.41,.585900068443152,1,2,1871.53453779221,SEDAN,4,F,C,4,1
.86,.963723477063468,1,1,245.669998168945,HBACK,3,F,C,2,1
.44,.424366872004214,1,1,3622.35999298096,HBACK,4,M,A,2,1
.73,.914442162895284,1,1,1202.14999961853,SEDAN,4,F,C,6,1
.86,.585900068443152,1,1,3950.35999298096,HBACK,3,M,A,1,1
1.78,.952772073920642,1,1,279.520000457764,SEDAN,3,M,A,6,1
2.54,.952772073920642,1,1,1292.90999984741,STNWG,3,F,F,4,2
2.54,.750171115672856,1,1,1238.94999694824,SEDAN,1,M,C,4,2
1.25,.952772073920642,1,1,849.839998245239,SEDAN,3,F,C,4,1
2.23,.583162217655627,1,1,200,UTE,2,F,B,3,1
3.05,.952772073920642,1,1,274.719999551773,STNWG,2,F,C,4,2
3.65,.960985626283218,1,1,2437.85999298096,STNWG,2,F,B,2,2
1.32,.977412731001095,1,1,4835.34999084473,STNWG,4,F,D,2,1
1.3,.711841204647499,1,1,9708.61999511719,HBACK,2,F,C,4,1
1.21,.637919233398463,1,1,1981.5,SEDAN,3,M,B,3,1
.92,.599589322379984,1,1,2911.11363220215,HBACK,3,F,C,2,1
1.7643,.585900068443152,1,2,7297.36999511719,HBACK,1,M,A,4,1
1.76,.963723477063468,1,2,1303.859998703,SEDAN,2,F,C,4,1
1.35,.271047227925465,1,1,2664.75,HBACK,1,M,E,5,1
0,.999315537297662,1,1,490.909999847412,BUS,4,M,E,6,1
1.42,.963723477063468,1,1,200,HBACK,2,M,A,1,1
1.42,.963723477063468,1,1,4465.86999511719,HBACK,2,M,C,1,1
2.5,.257357973987382,1,1,200,SEDAN,1,M,A,3,1
1.44,.372347707048903,1,1,6236.69999694824,SEDAN,2,F,C,2,1
2,.605065023955831,1,1,369.14999961853,UTE,2,M,C,6,1
2.16,.977412731001095,1,1,29634.6299438477,SEDAN,2,M,A,4,1
3.22,.394250513345469,1,1,352.729999542236,STNWG,3,M,C,3,2
1.77,.651608487332851,1,1,570.719999313354,SEDAN,2,F,A,3,1
2.34,.651608487336489,1,1,200,SEDAN,1,F,F,3,1
2.51,.268309377137484,1,1,2724.61999511719,STNWG,2,F,A,3,2
2.93,.583162217655627,1,1,386.049999713898,STNWG,1,M,D,3,2
2.88,.960985626275942,1,1,200,STNWG,3,F,C,2,2
1.4,.290212183434051,1,1,1183.51999855042,UTE,3,M,D,5,1
1.17,.709103353859973,1,1,280.64999961853,HBACK,2,F,C,2,1
1.82,.63244353182381,1,1,200,HBACK,2,M,A,2,1
2.37,.703627652292198,1,1,2024.14999771118,STNWG,4,F,B,2,1
1.73,.580424366868101,1,1,1737.33999633789,PANVN,3,M,A,2,1
2.79,.583162217655627,1,1,1767.16999816895,STNWG,1,F,C,5,2
3.46,.919917864470335,1,1,200,UTE,1,F,A,3,2
1.38,.706365503079724,1,1,200,HBACK,2,F,A,3,1
1.09,.960985626281399,1,1,379.619999885559,SEDAN,3,F,D,3,1
3.63,.366872005473851,1,1,632.019998550415,STNWG,2,M,C,5,2
.41,.0574948665294528,1,1,4290.22999572754,SEDAN,4,F,A,4,1
.95,.648870636548963,1,1,1931.44999694824,SEDAN,4,F,E,2,1
.44,.366872005473851,1,1,813.601999282837,SEDAN,4,F,C,4,1
.69,.88980150581483,1,1,2032.67999649048,COUPE,4,F,C,2,1
2.47,.260095824774908,1,1,579.299999237061,SEDAN,1,F,C,5,1
2.27,.249144421628444,1,1,200,SEDAN,1,M,A,4,1
.78,.487337440106387,1,1,6763.16998291016,SEDAN,4,F,B,4,1
1.05,.536618754274969,1,1,1208.54999923706,STNWG,4,M,B,3,1
2.86,.254620123199857,1,1,900.859998703003,STNWG,1,F,F,2,2
1.14,.813141683771391,1,1,443.979999542236,STNWG,4,F,A,2,1
.44,.254620123199857,1,1,353.769999980927,HBACK,4,F,B,4,1
2.12,.648870636548963,1,1,831.969999313354,PANVN,2,F,D,2,1
4.34,.186173853524451,1,1,200,STNWG,2,F,D,2,2
2.06,.648870636548963,1,1,781.769998550415,SEDAN,2,F,C,2,1
.93,.706365503079724,1,2,7218.10180091858,HBACK,4,M,B,2,1
3.32,.383299110195367,1,2,743.769999980927,STNWG,2,F,D,5,2
1.26,.334017796026785,1,1,13533.8599853516,HBACK,2,F,B,5,1
1.44,.364134154686326,1,1,521.789999961853,SEDAN,2,F,A,6,1
2.33,.648870636548963,1,1,353.799999713898,HDTOP,3,M,C,3,1
2.08,.388774811770418,1,1,2124.41999816895,SEDAN,4,M,A,6,1
1.13,.580424366868101,1,1,1097.89999961853,SEDAN,3,F,B,3,1
1.37,.648870636548963,1,1,200,HBACK,1,F,B,3,1
1.96,.183436002736926,1,1,207.600006103516,SEDAN,2,M,C,4,1
1.41,.815879534558917,1,1,2805.09999847412,SEDAN,2,F,C,3,1
1.06,.999315537294024,1,1,3232.85999298096,HDTOP,4,M,A,6,1
1.4,.0410677618069712,1,1,1395.70999908447,STNWG,4,M,B,1,1
1.98,.347707049964811,1,1,6699.16999816895,SEDAN,2,F,C,6,1
1.43,.364134154686326,1,1,200,HBACK,2,F,C,3,1
2.03,.265571526349959,1,2,672.639999389648,SEDAN,2,F,C,4,1
2.999,.251882272415969,1,1,2925.71999359131,UTE,1,M,A,5,2
1.578,.577686516077847,1,1,460.909999847412,HBACK,1,M,A,4,1
1.54,.251882272415969,1,1,200,HBACK,1,M,A,3,1
1.29,.339493497602234,1,1,395.449999809265,STNWG,4,M,A,4,1
1.33,.520191649549815,1,1,563.429999351501,HBACK,2,F,A,3,1
.29,.15605749486491,1,1,3503.07999420166,HBACK,4,M,C,3,1
.92,.65982203969179,1,1,200,SEDAN,3,F,A,4,1
.81,.999315537294024,1,1,349.25,PANVN,4,M,A,1,1
3.55,.65708418891154,1,1,1179.91999816895,UTE,2,M,A,3,2
1.13,.34223134838976,1,1,389.949999809265,SEDAN,4,F,F,1,1
1.92,.662559890479315,1,1,200,SEDAN,4,M,B,2,1
1.79,.662559890479315,1,1,4318.30999755859,UTE,4,M,F,4,1
1.25,.659822039695428,1,1,387.449999809265,STNWG,3,F,E,2,1
1.06,.65982203969179,1,1,3128.37999725342,SEDAN,3,F,A,3,1
.62,.65982203969179,1,1,1196.59999847412,TRUCK,4,F,E,5,1
.96,.65708418891154,1,1,4878.17999267578,SEDAN,4,M,B,6,1
2.13,.791238877478463,1,1,200,STNWG,2,F,A,5,1
1.52,.950034223133116,1,1,353.769999980927,SEDAN,3,F,D,6,1
.37,.610540725523208,1,1,12815.549987793,HBACK,4,M,A,5,1
1.56,.944558521558065,1,2,2398.54999828339,UTE,3,F,D,3,1
.38,.944558521558065,1,1,1392.50999832153,HBACK,4,F,A,3,1
1.51,.3613963038988,1,1,1285.01999664307,SEDAN,4,F,A,4,1
2.39,.944558521558065,1,1,200,HDTOP,2,F,B,3,1
1.08,.944558521554427,1,1,353.769999980927,SEDAN,3,F,A,4,1
.43,.465434633809821,1,2,2715.71999931335,SEDAN,4,M,A,6,1
2.7,.955509924708167,1,1,1795.2799987793,SEDAN,1,M,A,2,2
1.92,.94729637234559,1,1,3231.21999359131,HDTOP,4,M,F,5,1
2.05,.94729637234559,1,2,3164.99999523163,STNWG,3,M,D,4,1
.53,.955509924708167,1,1,200,HBACK,4,F,A,4,1
.83,.106776180697864,1,1,5334.0899810791,SEDAN,4,F,C,4,1
1.5,.616016427098657,1,1,5963.93998718262,HBACK,2,F,B,1,1
3.11,.731006160159779,1,1,290.909999847412,HDTOP,3,M,B,3,2
2.65,.947296372341953,1,1,521.619999885559,STNWG,3,F,F,3,2
.79,.94729637234559,1,2,3731.1699962616,HBACK,4,F,A,2,1
4.31,.739219712518207,1,1,1552.25,STNWG,1,F,A,3,2
.44,.646132785761438,1,1,567.5,SEDAN,4,M,B,1,1
3.04,.955509924708167,1,1,3102.40999603271,STNWG,3,F,F,3,2
.74,.260095824774908,1,1,3112.64999389648,HBACK,4,F,B,4,1
5.64,.577686516080576,1,2,1657.93999910355,STNWG,2,F,A,3,3
1,.281998631071474,1,1,682.379999160767,HBACK,3,M,C,3,1
2.41,.955509924708167,1,1,200,STNWG,3,M,B,2,1
1.18,.637919233398861,1,1,353.769999980927,STNWG,4,M,A,2,1
.77,.643394934973912,1,1,221,HBACK,3,F,C,4,1
3.29,.637919233398861,1,1,425.839999675751,PANVN,2,M,A,5,2
1.35,.643394934973912,1,1,200,HBACK,3,M,C,1,1
1.98,.952772073916094,1,2,1426.50999832153,SEDAN,2,F,C,2,1
.53,.574948665292595,1,1,434.129999637604,SEDAN,4,F,A,6,1
.39,.952772073919846,1,1,3213.97999572754,HBACK,4,F,B,5,1
1.73,.952772073920642,1,1,1050.44999885559,SEDAN,2,F,C,5,1
.79,.654346338124014,1,2,1132.49999809265,SEDAN,3,M,A,4,1
1.8,.654346338124014,1,1,389.949999809265,SEDAN,3,F,E,5,1
2.43,.3613963038988,1,1,759.859998703003,HBACK,2,F,C,3,1
1.65,.941820670770539,1,1,200,SEDAN,2,M,A,6,1
2.47,.651608487335807,1,1,200,STNWG,3,F,E,4,1
6.65,.941820670770539,1,1,200,RDSTR,1,M,B,5,3
3.46,.566735112930473,1,1,262.020000457764,STNWG,2,F,B,2,2
.93,.941820670770539,1,1,4536.13999938965,HBACK,3,F,C,4,1
.93,.941820670770539,1,1,200,HBACK,3,M,C,4,1
1.37,.941820670770539,1,1,803.879999160767,SEDAN,3,M,A,2,1
2.67,.941820670770539,1,1,12448.75,SEDAN,2,F,C,5,2
.71,.358658453111275,1,1,1162.28818130493,STNWG,4,F,D,3,1
1.31,.418891170429561,1,1,521.349999427795,SEDAN,2,F,A,3,1
1.19,.999315537295843,1,1,389.949999809265,STNWG,4,F,F,2,1
1.33,.785763175903412,1,1,200,SEDAN,3,F,A,2,1
.85,.725530458585126,1,1,4327.50999450684,HBACK,4,F,C,2,1
4.7,.281998631071474,1,1,200,STNWG,2,F,F,2,2
.71,.257357973987382,1,1,200,HBACK,3,F,A,2,1
1.43,.281998631071474,1,1,200,STNWG,4,M,A,4,1
2.59,.257357973987382,1,1,1670.67999649048,STNWG,3,F,B,4,2
.98,.569472963717999,1,1,746.589998245239,SEDAN,3,F,B,4,1
1.02,.0985626283363672,1,1,476.5,HBACK,3,M,B,3,1
1.44,.347707049963674,1,2,9359.52998638153,UTE,3,F,D,3,1
1.4,.0903490759747001,1,1,3231.86999511719,HBACK,1,F,B,2,1
1.77,.651608487336489,1,1,1239.66999816895,SEDAN,3,F,A,5,1
.82,.501026694044015,1,1,6647.72999572754,SEDAN,4,M,C,5,1
.71,.15605749486491,1,1,978.609994888306,SEDAN,4,F,A,2,1
1.22,.651608487336489,1,1,486.779998779297,HBACK,3,F,C,4,1
.74,.569472963717999,1,1,1293.83999633789,HBACK,4,M,F,2,1
1.24,.347707049964811,1,1,367.729999542236,HBACK,3,M,C,4,1
3.39,.0739219712522754,1,1,3015.75,STNWG,3,F,C,5,2
2.72,.290212183434051,1,1,2643.84999847412,STNWG,3,F,F,2,2
2.95,.577686516080576,1,1,5554.43998718262,STNWG,3,M,C,2,2
1.22,.569472963717999,1,1,3947.07999420166,SEDAN,3,M,B,4,1
1.31,.279260780285767,1,1,200,HDTOP,4,F,E,3,1
1.64,.711841204650227,1,1,200,STNWG,3,F,C,3,1
1.19,.94729637234559,1,1,1186.36363601685,HBACK,2,F,A,3,1
1.49,.3613963038988,1,1,1582.25,HBACK,2,F,C,1,1
1.84,.94729637234559,1,1,200,HBACK,1,F,B,4,1
1.06,.3613963038988,1,1,916.109998703003,HBACK,4,M,B,3,1
.84,.0848733744010701,1,1,389.949999809265,HBACK,3,M,B,1,1
1.55,.939082819983014,1,1,307.299999237061,HDTOP,4,M,B,6,1
.93,.939082819983014,1,1,832.079999923706,HBACK,3,M,B,6,1
2.85,.577686516080576,1,1,1792.19999694824,STNWG,2,F,A,6,2
4.34,.892539356602356,1,2,2713.26999664307,SEDAN,2,F,A,4,2
2.36,.566735112930473,1,2,16667.0499954224,SEDAN,1,M,C,3,1
1.47,.939082819979376,1,1,825.5,SEDAN,3,M,A,4,1
2.5,.939082819983014,1,1,1818.37999725342,STNWG,3,M,B,1,1
1.47,.577686516080576,1,1,1318.42999649048,HBACK,1,F,B,3,1
1.3,.939082819983014,1,1,200,HBACK,3,F,C,4,1
2.08,.939082819983014,1,1,200,SEDAN,2,F,C,5,1
1,.405201916491933,1,2,1565.50999832153,HBACK,3,F,C,1,1
.65,.3613963038988,1,1,588.709999084473,SEDAN,4,M,C,4,1
1,.887063655026907,1,3,4054.10999298096,UTE,4,M,E,4,1
.87,.887063655027305,1,1,2541.75,HBACK,3,F,A,5,1
1.37,.637919233398861,1,1,10571.8799743652,HBACK,1,M,F,3,1
3.249,.887063655027305,1,2,2087.76999664307,STNWG,1,F,E,2,2
5.499,.558521560567897,1,1,1577.61999893188,STNWG,1,F,C,2,3
1.17,.37782340862168,1,2,761.249999523163,SEDAN,3,F,A,3,1
.8,.944558521558065,1,1,2836.36999511719,HBACK,3,F,C,2,1
1.99,.566735112930473,1,2,1262.859998703,STNWG,4,M,D,2,1
2.98,.63244353182381,1,1,1508.39999771118,MIBUS,3,M,A,3,2
1.26,.999315537297662,1,1,2455.14999389648,HBACK,2,F,B,2,1
2.7,.887063655027305,1,1,750.709999084473,UTE,3,F,F,2,2
.7,.0191649555097797,1,1,5402.44998168945,STNWG,4,F,B,3,1
2.56,.566735112930473,1,1,390,STNWG,3,M,F,3,2
1.428,.884325804239779,1,1,353.769999980927,HBACK,1,F,C,2,1
2.11,.887063655027305,1,1,246.66999912262,UTE,3,M,D,2,1
.35,.399726214920122,1,1,200,HBACK,4,F,B,2,1
.46,.309377138942693,1,1,200,SEDAN,4,M,B,4,1
.7,.692676249142096,1,1,6964.56999206543,STNWG,4,M,A,5,1
1.31,.933607118407963,1,2,1900.55999565125,SEDAN,2,F,C,3,1
1.13,.347707049964413,1,1,1075.18999671936,SEDAN,4,M,E,5,1
2.62,.364134154686326,1,1,200,HDTOP,2,M,A,2,2
1.46,.643394934973912,1,2,3956.12999343872,SEDAN,2,M,A,3,1
1.75,.0958247775488417,1,1,540,SEDAN,2,F,E,4,1
4.9,.97467488021357,1,1,1165.57999992371,SEDAN,2,F,A,6,2
1.96,.0876112251880841,1,1,587.739999771118,STNWG,3,F,F,3,1
3.3,.47091033538527,1,1,634.41999912262,STNWG,1,M,A,2,2
1.36,.999315537297662,1,1,3271.38999938965,HBACK,2,M,A,1,1
1.6,.884325804239779,1,1,3212.7799987793,HBACK,2,F,C,1,1
1.14,.375085557836428,1,1,347.039999961853,SEDAN,3,M,A,4,1
1.59,.629705681037194,1,1,389.949999809265,COUPE,4,M,F,4,1
1.83,.57494866529305,1,1,2121.38999938965,SEDAN,1,F,C,4,1
.39,.999315537295843,1,1,438,STNWG,4,F,A,6,1
5.28,.175222450376168,1,2,1601.41999721527,SEDAN,1,M,A,6,3
4,.999315537295843,1,1,1195.92999839783,STNWG,3,M,C,6,2
1.18,.410677618066586,1,1,409,SEDAN,3,F,E,1,1
1.68,.427104722792137,1,1,450,SEDAN,3,F,E,3,1
.93,.818617385346442,1,1,733.199998855591,SEDAN,4,M,C,5,1
1.19,.219028062969301,1,1,534.589999198914,STNWG,4,M,B,3,1
2.08,.818617385346442,1,1,18215.8799438477,SEDAN,1,F,C,2,1
1.36,.175222450376168,1,1,2094.77899169922,UTE,4,M,B,1,1
1.34,.818617385346442,1,1,555,UTE,3,F,E,3,1
2.5,.635181382609289,1,1,353.769999980927,HDTOP,1,F,B,4,1
1.64,.177960301161875,1,1,585.729999542236,SEDAN,3,M,B,5,1
1.11,.175222450376168,1,1,1789.31363296509,HBACK,2,M,C,5,1
1.25,.824093086917856,1,1,390,STNWG,4,M,F,3,1
.55,.0985626283359693,1,1,4651.6199798584,SEDAN,4,F,B,4,1
1.19,.175222450376168,1,1,200,STNWG,4,M,A,1,1
2.42,.1806981519494,1,1,1461.65999603271,STNWG,3,M,E,4,1
2.42,.572210814506889,1,1,2403.73999786377,SEDAN,1,M,B,3,1
.92,.484599589318861,1,1,1088.55999946594,SEDAN,4,F,B,2,1
1.45,.824093086921494,1,1,4243.21999359131,UTE,4,F,B,4,1
2.64,.563997262142948,1,1,440.909999847412,STNWG,3,M,C,3,2
2.51,.941820670763263,1,1,200,STNWG,1,F,C,2,2
4.349,.563997262142948,1,1,200,UTE,1,M,F,2,2
2.76,.563997262142948,1,1,200,SEDAN,1,F,B,4,2
.57,.941820670770539,1,1,200,PANVN,4,M,B,1,1
1.578,.884325804242962,1,1,3313.75,HBACK,1,F,B,4,1
1.73,.344969199177285,1,1,521.039999961853,SEDAN,3,F,A,4,1
1.92,.561259411355422,1,1,409,HBACK,1,F,D,3,1
1.87,.884325804238188,1,1,7041.50999450684,STNWG,4,M,E,3,1
1.81,.632443531820172,1,1,1499,STNWG,4,M,D,4,1
2.99,.364134154687235,1,1,200,COUPE,1,M,B,2,2
1.67,.881587953452254,1,1,1175.58999824524,UTE,3,F,B,6,1
3.25,.881587953452254,1,1,367.729999542236,SEDAN,1,F,B,3,2
.91,.0848733744005585,1,1,450.369999885559,UTE,4,M,C,2,1
