veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,veh_value_2,valcat
1.71,.9993155373013,0,0,0,STNWG,3,F,A,2,2.9241,1
.7,.0191649555097229,0,0,0,HBACK,4,F,A,2,.49,1
1.62,.911704312107759,0,0,0,TRUCK,1,M,D,1,2.6244,1
3.32,.402464065708045,0,0,0,STNWG,2,F,D,4,11.0224,2
.46,.999315537302209,0,0,0,SEDAN,4,M,B,4,.2116,1
.82,.9993155373013,0,0,0,SEDAN,4,M,A,6,.6724,1
2.66,.9993155373013,1,1,1012.16999816895,SEDAN,1,F,D,5,7.0756,2
2.34,.336755646814709,0,0,0,STNWG,3,F,C,5,5.4756,1
5.29,.991101984938723,0,0,0,STNWG,1,M,D,4,27.9841,3
1.22,.9993155373013,0,0,0,STNWG,4,M,D,4,1.4884,1
.82,.281998631071076,0,0,0,HBACK,3,F,A,4,.6724,1
1.3,.90349075975206,0,0,0,HBACK,2,F,B,4,1.69,1
5.12,.9993155373013,0,0,0,STNWG,2,F,C,5,26.2144,3
1.63,.9993155373013,0,0,0,SEDAN,2,F,D,5,2.6569,1
1.45,.908966461323416,1,1,430,UTE,4,F,E,2,2.1025,1
.83,.9993155373013,0,0,0,SEDAN,4,M,D,1,.6889,1
1.4,.0410677618069712,0,0,0,STNWG,4,F,B,3,1.96,1
1.89,.739219712519571,0,0,0,SEDAN,1,M,D,5,3.5721,1
2.09,.0903490759747001,0,0,0,STNWG,2,M,B,6,4.3681,1
1.81,.635181382611336,0,0,0,TRUCK,3,M,B,5,3.2761,1
1.58,.9993155373013,1,1,200,HBACK,3,F,B,4,2.4964,1
.43,.9993155373013,0,0,0,STNWG,4,M,C,6,.1849,1
1.45,.9993155373013,0,0,0,SEDAN,3,F,A,3,2.1025,1
.89,.9993155373013,0,0,0,HBACK,3,F,B,5,.7921,1
.86,.635181382611336,1,2,1431.5,SEDAN,4,F,A,4,.7396,1
1.18,.9993155373013,0,0,0,SEDAN,3,M,C,5,1.3924,1
2.1,.960985626282763,0,0,0,STNWG,4,M,D,1,4.41,1
1.51,.958247775494783,0,0,0,SEDAN,3,M,B,3,2.2801,1
.44,.9993155373013,0,0,0,HBACK,4,F,B,3,.1936,1
4.73,.646132785761438,0,0,0,STNWG,1,M,D,5,22.3729,2
3.58,.955509924708167,0,0,0,STNWG,2,M,A,4,12.8164,2
2.24,.9993155373013,0,0,0,SEDAN,1,M,A,4,5.0176,1
4.18,.350444900751938,1,1,1395.83999633789,STNWG,2,F,F,3,17.4724,2
2.92,.960985626283218,0,0,0,UTE,2,M,C,2,8.5264,2
1.51,.952772073920642,0,0,0,HBACK,3,F,C,5,2.2801,1
1.69,.960985626283218,1,2,2717.95999860764,STNWG,4,F,D,2,2.8561,1
1.81,.788501026688209,0,0,0,SEDAN,2,F,B,5,3.2761,1
1.42,.960985626283218,0,0,0,HBACK,3,M,B,2,2.0164,1
1.02,.635181382611336,0,0,0,HBACK,3,M,C,5,1.0404,1
1.21,.167008898013592,0,0,0,SEDAN,3,F,C,6,1.4641,1
1.75,.177960301161875,0,0,0,HBACK,1,F,D,4,3.0625,1
1.17,.9993155373013,0,0,0,STNWG,3,F,A,3,1.3689,1
3.32,.9993155373013,0,0,0,UTE,1,F,D,3,11.0224,2
2.16,.9993155373013,0,0,0,STNWG,2,F,B,1,4.6656,1
1.31,.169746748800719,0,0,0,STNWG,4,F,C,3,1.7161,1
1.1,.9993155373013,0,0,0,SEDAN,3,F,D,4,1.21,1
.44,.955509924708167,0,0,0,HBACK,4,F,E,2,.1936,1
2.66,.9993155373013,0,0,0,STNWG,3,F,C,5,7.0756,2
1.3,.788501026690938,0,0,0,HDTOP,4,M,A,4,1.69,1
2.78,.344969199177285,0,0,0,STNWG,1,F,F,3,7.7284,2
1.59,.449007529088703,0,0,0,SEDAN,1,F,A,3,2.5281,1
1.72,.999315537297662,0,0,0,TRUCK,1,F,C,3,2.9584,1
2.78,.709103353859973,1,1,1265.67999649048,STNWG,3,M,E,2,7.7284,2
.7,.9993155373013,0,0,0,SEDAN,4,M,F,3,.49,1
1.1,.9993155373013,0,0,0,SEDAN,3,F,A,3,1.21,1
.97,.421629021217086,0,0,0,SEDAN,3,M,C,3,.9409,1
1,.9993155373013,0,0,0,SEDAN,4,M,C,2,1,1
.77,.0191649555097229,0,0,0,HBACK,3,F,C,2,.5929,1
1.28,.344969199177285,0,0,0,HBACK,1,F,B,3,1.6384,1
2.66,.635181382611336,0,0,0,SEDAN,1,M,C,5,7.0756,2
1.94,.366872005473851,0,0,0,STNWG,3,M,B,4,3.7636,1
2.6,.2710472279241,0,0,0,SEDAN,1,F,A,4,6.76,2
1.41,.9993155373013,0,0,0,SEDAN,3,F,C,3,1.9881,1
1.48,.9993155373013,0,0,0,SEDAN,3,F,C,2,2.1904,1
2.22,.999315537297662,1,1,9744.75,STNWG,4,M,E,2,4.9284,1
1.67,.9993155373013,0,0,0,SEDAN,2,F,B,4,2.7889,1
1.28,.9993155373013,0,0,0,MIBUS,4,F,D,3,1.6384,1
.62,.9993155373013,0,0,0,SEDAN,4,F,A,4,.3844,1
.78,.336755646814709,0,0,0,HBACK,3,F,A,4,.6084,1
1.51,.911704312107759,0,0,0,HBACK,3,F,D,2,2.2801,1
1.36,.336755646814709,0,0,0,HBACK,1,F,C,4,1.8496,1
1.12,.295687885009102,0,0,0,UTE,4,M,A,2,1.2544,1
.86,.139630390143395,0,0,0,SEDAN,4,M,D,4,.7396,1
2.55,.344969199177285,0,0,0,STNWG,2,M,B,3,6.5025,2
5.71,.960985626275942,1,1,353.769999980927,STNWG,1,M,D,6,32.6041,3
5.899,.569472963717999,0,0,0,STNWG,1,F,B,2,34.798201,3
1.81,.0191649555097229,0,0,0,STNWG,4,M,D,2,3.2761,1
2,.635181382611336,0,0,0,HBACK,2,M,A,5,4,1
.68,.960985626281399,0,0,0,HBACK,4,F,B,3,.4624,1
4.099,.960985626283218,0,0,0,UTE,1,F,B,2,16.801801,2
1.38,.336755646816528,0,0,0,UTE,2,M,A,3,1.9044,1
2.43,.960985626283218,0,0,0,SEDAN,1,M,A,5,5.9049,1
1.98,.0903490759747001,0,0,0,SEDAN,2,F,C,4,3.9204,1
3.01,.980150581788621,1,1,1661.05999755859,SEDAN,1,F,A,1,9.0601,2
1.65,.980150581788621,1,1,2122.42999649048,SEDAN,2,F,A,3,2.7225,1
1.53,.0136892539355813,0,0,0,SEDAN,2,F,B,1,2.3409,1
.5,.0410677618069712,0,0,0,STNWG,4,M,B,2,.25,1
.94,.41341546885451,0,0,0,HBACK,3,F,C,2,.8836,1
1.74,.0410677618069712,0,0,0,SEDAN,2,M,B,6,3.0276,1
1.65,.654346338124014,0,0,0,SEDAN,3,F,C,4,2.7225,1
3.57,.635181382611336,0,0,0,UTE,1,M,C,3,12.7449,2
3.78,.336755646816073,1,1,1405.75,STNWG,2,F,E,2,14.2884,2
.78,.336755646814709,0,0,0,HBACK,3,F,D,6,.6084,1
1.37,.369609856261377,0,0,0,HBACK,1,F,C,2,1.8769,1
1.5,.635181382611336,0,0,0,HBACK,3,F,A,2,2.25,1
1.06,.0136892539356381,0,0,0,HBACK,4,F,C,4,1.1236,1
1.89,.369609856261377,0,0,0,STNWG,3,F,C,4,3.5721,1
1.45,.421629021217086,0,0,0,SEDAN,3,F,B,3,2.1025,1
5.27,.377823408623954,0,0,0,STNWG,2,F,C,2,27.7729,3
1.77,.668035592054366,0,0,0,STNWG,4,M,E,5,3.1329,1
1.33,.43258042436355,0,0,0,HBACK,2,F,D,1,1.7689,1
2.1,.709103353859973,0,0,0,HBACK,2,F,A,2,4.41,1
.71,.41341546885451,0,0,0,STNWG,4,F,A,2,.5041,1
9.8,.0136892539355813,0,0,0,COUPE,1,F,A,5,96.04,4
3.11,.980150581788621,0,0,0,STNWG,3,M,B,3,9.6721,2
4.44,.0191649555097229,0,0,0,STNWG,1,F,F,4,19.7136,2
1.33,.290212183434051,0,0,0,SEDAN,4,F,D,3,1.7689,1
3.22,.999315537297662,0,0,0,UTE,2,M,D,4,10.3684,2
1.77,.41341546885451,0,0,0,TRUCK,3,M,D,3,3.1329,1
1.37,.958247775495693,0,0,0,SEDAN,4,F,B,3,1.8769,1
1.64,.336755646814709,0,0,0,STNWG,4,M,C,2,2.6896,1
1.04,.43258042436355,0,0,0,STNWG,3,F,A,3,1.0816,1
1.85,.70910335386543,0,0,0,SEDAN,4,M,A,4,3.4225,1
.81,.41341546885451,0,0,0,STNWG,4,F,B,1,.6561,1
3.54,.0410677618069712,0,0,0,UTE,1,M,F,5,12.5316,2
.71,.41341546885451,0,0,0,STNWG,4,M,B,6,.5041,1
2.13,.41341546885451,0,0,0,STNWG,3,F,A,2,4.5369,1
2.55,.999315537302664,0,0,0,STNWG,3,M,A,5,6.5025,2
.81,.11772758384592,0,0,0,HBACK,3,F,C,3,.6561,1
2,.191649555099104,0,0,0,UTE,3,F,B,1,4,1
2.38,.290212183434051,0,0,0,HBACK,3,M,B,3,5.6644,1
2.53,.654346338124014,1,1,584.549999237061,STNWG,2,M,A,2,6.4009,2
.45,.509240246399713,0,0,0,SEDAN,4,M,A,3,.2025,1
1.16,.353182751539862,1,1,200,SEDAN,3,F,A,3,1.3456,1
2.76,.635181382611336,0,0,0,HBACK,1,F,C,1,7.6176,2
1.59,.344969199175239,0,0,0,SEDAN,2,M,C,2,2.5281,1
.37,.709103353863611,0,0,0,SEDAN,4,M,A,2,.1369,1
1.03,.788501026690938,0,0,0,SEDAN,3,F,D,4,1.0609,1
1.08,.0164271047226521,1,1,200,SEDAN,2,M,C,1,1.1664,1
.74,.336755646814709,0,0,0,HBACK,4,M,A,6,.5476,1
.8,.755646817247907,0,0,0,UTE,4,F,E,5,.64,1
3.11,.982888432576146,0,0,0,HDTOP,3,M,B,6,9.6721,2
1.53,.156057494865308,0,0,0,HBACK,1,F,A,3,2.3409,1
1.78,.53114305269952,0,0,0,HBACK,2,F,A,4,3.1684,1
2.4,.290212183434051,0,0,0,STNWG,4,M,B,1,5.76,1
1.61,.336755646814709,0,0,0,HBACK,2,F,A,3,2.5921,1
1.51,.65708418891154,0,0,0,UTE,3,M,C,3,2.2801,1
.35,.429842573579265,0,0,0,SEDAN,4,M,D,4,.1225,1
1.55,.731006160160177,0,0,0,STNWG,2,M,C,4,2.4025,1
1.42,.662559890479315,0,0,0,SEDAN,3,F,A,1,2.0164,1
3.15,.982888432576146,0,0,0,UTE,2,M,A,2,9.9225,2
3.78,.577686516080178,0,0,0,SEDAN,4,F,A,5,14.2884,2
2.79,.210814510608543,0,0,0,UTE,3,M,E,2,7.7841,2
1.81,.191649555099104,0,0,0,SEDAN,2,F,A,4,3.2761,1
2.9,.00273785078712763,0,0,0,UTE,2,F,C,2,8.41,2
1.07,.279260780283948,0,0,0,SEDAN,3,F,B,3,1.1449,1
1.7,.290212183434051,0,0,0,SEDAN,3,F,C,2,2.89,1
1.82,.569472963717999,0,0,0,SEDAN,2,F,A,5,3.3124,1
4.06,.788501026690938,0,0,0,STNWG,3,F,B,3,16.4836,2
.73,.41341546885451,0,0,0,SEDAN,4,F,C,4,.5329,1
1.98,.94729637234559,0,0,0,SEDAN,2,M,C,2,3.9204,1
1.62,.429842573579663,0,0,0,SEDAN,3,M,A,6,2.6244,1
4.5,.97467488021266,1,1,808.239999771118,STNWG,1,M,C,4,20.25,2
1.35,.668035592054366,0,0,0,UTE,4,M,B,5,1.8225,1
2.17,.747433264885331,0,0,0,SEDAN,2,M,B,6,4.7089,1
.72,.43258042436355,0,0,0,HBACK,3,F,C,5,.5184,1
1.16,.336755646814709,0,0,0,STNWG,3,M,E,2,1.3456,1
1.09,.34223134838976,0,0,0,SEDAN,3,M,A,3,1.1881,1
1.61,.34223134838976,0,0,0,HBACK,2,M,A,1,2.5921,1
2.18,.788501026690938,1,1,3306.40999603271,SEDAN,2,M,C,4,4.7524,1
1.31,.336755646814709,0,0,0,TRUCK,3,M,D,1,1.7161,1
1.32,.336755646814709,0,0,0,SEDAN,3,F,B,2,1.7424,1
1.63,.394250513345469,0,0,0,HBACK,2,M,C,5,2.6569,1
.55,.336755646814709,0,0,0,SEDAN,4,M,C,3,.3025,1
.76,.0410677618069712,0,0,0,SEDAN,3,F,C,2,.5776,1
1.73,.63244353182381,0,0,0,SEDAN,2,F,A,4,2.9929,1
1.15,.63244353182381,0,0,0,SEDAN,3,M,C,4,1.3225,1
1.96,.136892539356268,0,0,0,PANVN,2,M,C,4,3.8416,1
1.49,.325804243668244,1,1,9090.75997924805,HBACK,3,F,B,1,2.2201,1
.36,.0109514031485105,0,0,0,HBACK,4,M,A,2,.1296,1
1.03,.287474332646127,0,0,0,HBACK,2,F,C,4,1.0609,1
1.76,.418891170429561,0,0,0,STNWG,4,F,C,2,3.0976,1
1.45,.621492128673708,0,0,0,SEDAN,3,F,A,3,2.1025,1
2.9,.34223134838976,0,0,0,HDTOP,3,M,C,5,8.41,2
1.28,.334017796027183,0,0,0,HBACK,1,M,E,4,1.6384,1
1.01,.366872005473851,0,0,0,SEDAN,3,M,C,1,1.0201,1
3.72,.00547570157425525,0,0,0,STNWG,1,F,F,1,13.8384,2
1.54,.109514031485162,0,0,0,SEDAN,2,F,A,3,2.3716,1
2.3,.728268309372254,0,0,0,HDTOP,2,F,A,2,5.29,1
.95,.34223134838976,0,0,0,SEDAN,3,F,C,4,.9025,1
1.32,.0383299110194457,0,0,0,SEDAN,3,F,B,3,1.7424,1
1.65,.662559890479315,0,0,0,UTE,2,M,B,2,2.7225,1
3.51,.63244353182381,0,0,0,STNWG,3,F,F,5,12.3201,2
1.71,.788501026690938,0,0,0,SEDAN,2,F,B,2,2.9241,1
.31,.0410677618069712,0,0,0,SEDAN,4,F,D,4,.0961,1
3.36,.492813141681438,0,0,0,UTE,2,M,C,1,11.2896,2
1.06,.0903490759747001,0,0,0,SEDAN,3,F,E,2,1.1236,1
1.41,.709103353859973,0,0,0,SEDAN,3,M,B,5,1.9881,1
1.1,.709103353859973,0,0,0,SEDAN,3,M,C,5,1.21,1
1.9,.41341546885451,0,0,0,STNWG,3,F,C,4,3.61,1
1.25,.336755646814709,0,0,0,SEDAN,3,M,C,1,1.5625,1
.93,.0191649555097229,0,0,0,HBACK,2,F,A,4,.8649,1
.61,.334017796027183,0,0,0,MIBUS,4,F,B,2,.3721,1
3.01,.336755646814709,0,0,0,STNWG,3,F,A,3,9.0601,2
.5,.336755646814709,0,0,0,COUPE,4,M,B,2,.25,1
1.44,.325804243668244,0,0,0,STNWG,2,F,A,3,2.0736,1
2.27,.837782340859121,1,1,1372.60999298096,UTE,2,M,A,2,5.1529,1
1.62,.41341546885451,0,0,0,HDTOP,4,M,A,2,2.6244,1
1.47,.0410677618069712,0,0,0,HBACK,1,M,C,4,2.1609,1
1.18,.788501026690938,0,0,0,SEDAN,3,M,D,2,1.3924,1
1.01,.41341546885451,0,0,0,HBACK,2,F,D,1,1.0201,1
.44,.150581793291678,0,0,0,HBACK,4,F,A,3,.1936,1
1.2,.668035592054366,0,0,0,UTE,4,M,B,6,1.44,1
.79,.585900068443152,0,0,0,UTE,4,M,B,5,.6241,1
4.33,.596851471593254,0,0,0,STNWG,2,M,B,1,18.7489,2
1.74,.788501026690938,0,0,0,SEDAN,2,M,B,4,3.0276,1
1.81,.41341546885451,0,0,0,UTE,3,M,F,3,3.2761,1
1,.788501026690938,0,0,0,TRUCK,3,M,F,5,1,1
1.41,.210814510608543,0,0,0,HBACK,2,F,A,5,1.9881,1
4.89,.43258042436355,0,0,0,STNWG,1,M,C,4,23.9121,2
1.51,.41341546885451,0,0,0,HDTOP,4,M,F,2,2.2801,1
.5,.41341546885451,1,1,914.769998550415,SEDAN,4,F,C,5,.25,1
.39,.41341546885451,0,0,0,HBACK,4,M,B,5,.1521,1
1.38,.0876112251880841,0,0,0,STNWG,3,F,A,3,1.9044,1
.44,.788501026690938,0,0,0,HBACK,4,M,D,4,.1936,1
3.28,.0164271047226521,0,0,0,STNWG,2,M,E,2,10.7584,2
1.57,.783025325115887,1,1,200,HBACK,2,F,B,4,2.4649,1
.31,.331279945239658,0,0,0,HBACK,4,M,C,1,.0961,1
1.87,.0410677618069712,0,0,0,HBACK,2,F,D,4,3.4969,1
1.23,.709103353859973,0,0,0,HBACK,3,F,D,3,1.5129,1
1.14,.788501026690938,0,0,0,SEDAN,3,M,E,3,1.2996,1
1.44,.572210814505524,0,0,0,STNWG,4,M,C,5,2.0736,1
1.28,.43258042436355,1,1,2103.73999786377,HBACK,2,F,B,2,1.6384,1
1.74,.281998631071474,0,0,0,SEDAN,2,F,A,4,3.0276,1
2.77,.41341546885451,0,0,0,STNWG,3,F,F,3,7.6729,2
3.26,.958247775495693,0,0,0,STNWG,1,F,C,4,10.6276,2
1.29,.531143052699917,1,2,4050.60999584198,HBACK,2,F,B,2,1.6641,1
1.71,.57494866529305,0,0,0,HBACK,2,F,C,3,2.9241,1
1.88,.429842573579663,0,0,0,UTE,1,M,E,4,3.5344,1
2.47,.41341546885451,0,0,0,STNWG,3,M,C,5,6.1009,1
1.29,.429842573579663,0,0,0,SEDAN,3,M,C,4,1.6641,1
1.74,.0903490759747001,0,0,0,HBACK,2,M,A,3,3.0276,1
1.48,.41341546885451,0,0,0,SEDAN,2,F,D,2,2.1904,1
1.06,.355920602326989,0,0,0,SEDAN,3,F,C,2,1.1236,1
2.78,.17522245037577,0,0,0,HDTOP,3,F,C,3,7.7284,2
.34,.785763175903412,0,0,0,SEDAN,4,F,B,4,.1156,1
1.44,.0410677618065733,0,0,0,COUPE,4,M,B,3,2.0736,1
.77,.197125256672734,0,0,0,HBACK,3,F,C,2,.5929,1
.65,.594113620805729,0,0,0,STNWG,4,M,C,3,.4225,1
1.67,.43258042436355,0,0,0,HBACK,2,M,B,4,2.7889,1
2.49,.210814510608543,0,0,0,STNWG,2,M,C,2,6.2001,1
1.83,.788501026690938,0,0,0,SEDAN,1,F,A,5,3.3489,1
1.74,.0629705681039923,0,0,0,SEDAN,2,F,C,4,3.0276,1
.76,.709103353859973,0,0,0,HBACK,3,M,F,5,.5776,1
.87,.616016427098259,0,0,0,SEDAN,3,F,C,2,.7569,1
2.34,.788501026690938,0,0,0,STNWG,2,F,C,2,5.4756,1
1.36,.96098562627958,0,0,0,HBACK,2,F,A,3,1.8496,1
2.19,.709103353859973,0,0,0,MIBUS,3,M,E,1,4.7961,1
2.82,.709103353859973,0,0,0,STNWG,1,F,D,4,7.9524,2
1.5,.0383299110194457,0,0,0,HDTOP,4,M,A,2,2.25,1
1.06,.684462696779519,0,0,0,HBACK,3,F,A,3,1.1236,1
1.81,.0903490759747001,0,0,0,STNWG,4,F,C,3,3.2761,1
1.37,.0109514031485105,0,0,0,HDTOP,4,F,C,3,1.8769,1
1.47,.0164271047226521,0,0,0,SEDAN,2,F,C,3,2.1609,1
4.33,.594113620805729,0,0,0,STNWG,2,F,C,5,18.7489,2
.27,.714579055435024,0,0,0,HBACK,4,F,C,1,.0729,1
1.56,.709103353859973,0,0,0,HBACK,2,F,D,6,2.4336,1
1.79,.709103353859973,0,0,0,SEDAN,2,F,A,4,3.2041,1
1.57,.43258042436355,0,0,0,SEDAN,3,F,B,6,2.4649,1
2.11,.616016427098657,0,0,0,HDTOP,4,M,F,4,4.4521,1
.43,.22997946611855,0,0,0,SEDAN,4,M,C,4,.1849,1
1.38,.0164271047226521,0,0,0,HBACK,2,F,C,4,1.9044,1
5.47,.577686516080576,0,0,0,STNWG,1,M,B,4,29.9209,3
.85,.0136892539355813,0,0,0,HBACK,3,F,B,2,.7225,1
2.27,.988364134151198,0,0,0,SEDAN,2,F,D,3,5.1529,1
2.23,.788501026690938,0,0,0,HBACK,1,F,A,2,4.9729,1
1.82,.0164271047226521,0,0,0,HBACK,1,F,B,2,3.3124,1
.92,.616016427098657,0,0,0,HBACK,3,F,A,3,.8464,1
4.91,.588637919230678,0,0,0,CONVT,3,F,A,4,24.1081,2
1.57,.63244353182381,0,0,0,STNWG,4,M,B,5,2.4649,1
1.75,.706365503079724,0,0,0,SEDAN,2,F,B,3,3.0625,1
1.68,.410677618066984,0,0,0,SEDAN,2,F,C,2,2.8224,1
2.74,.290212183434051,0,0,0,STNWG,2,M,A,3,7.5076,2
3.88,.610540725524061,0,0,0,TRUCK,2,F,C,4,15.0544,2
4.5,.131416837780819,0,0,0,STNWG,2,M,F,1,20.25,2
1.57,.616016427098657,0,0,0,SEDAN,2,F,D,5,2.4649,1
1.95,.63244353182381,0,0,0,SEDAN,2,F,A,1,3.8025,1
1.87,.429842573579663,0,0,0,STNWG,2,F,B,4,3.4969,1
2.26,.63244353182381,0,0,0,HBACK,2,M,A,4,5.1076,1
.78,.232717316904711,0,0,0,SEDAN,3,F,A,3,.6084,1
1.55,.292950034221576,0,0,0,SEDAN,2,M,B,4,2.4025,1
1.55,.687200547566647,0,0,0,STNWG,4,M,F,2,2.4025,1
2.81,.34223134838976,0,0,0,SEDAN,1,F,C,4,7.8961,2
1.36,.999315537297662,0,0,0,HBACK,2,M,A,3,1.8496,1
1.56,.325804243667847,0,0,0,SEDAN,2,M,C,3,2.4336,1
2.47,.34223134838976,0,0,0,STNWG,3,M,D,1,6.1009,1
1.3,.0164271047226521,0,0,0,HBACK,3,F,C,5,1.69,1
.8,.457221081450882,0,0,0,COUPE,4,F,C,3,.64,1
1.26,.958247775495693,0,0,0,HBACK,2,F,A,1,1.5876,1
.62,.963723477063468,0,0,0,SEDAN,4,F,B,2,.3844,1
.41,.410677618066984,0,0,0,HBACK,4,F,A,5,.1681,1
2.11,.616016427098657,0,0,0,SEDAN,2,F,C,2,4.4521,1
1.61,.63244353182381,0,0,0,HDTOP,3,F,C,2,2.5921,1
2.34,.158795345652834,0,0,0,STNWG,2,M,D,3,5.4756,1
1.65,.0164271047226521,0,0,0,SEDAN,2,F,C,6,2.7225,1
2.15,.0164271047226521,0,0,0,SEDAN,1,M,B,4,4.6225,1
.85,.00547570157425525,0,0,0,HBACK,4,M,C,4,.7225,1
6.54,.34223134838976,0,0,0,STNWG,1,M,D,1,42.7716,3
6,.65982203969179,1,1,3699.25,COUPE,1,M,A,3,36,3
2.5,.982888432576146,1,1,390,SEDAN,2,M,D,3,6.25,1
1.59,.0739219712518775,0,0,0,COUPE,3,F,A,2,2.5281,1
5.67,.0164271047226521,0,0,0,STNWG,1,M,A,1,32.1489,3
1.36,.709103353859973,0,0,0,SEDAN,3,M,C,4,1.8496,1
2.2,.544832306637545,0,0,0,HBACK,1,F,B,4,4.84,1
.99,.429842573579663,0,0,0,UTE,4,M,B,6,.9801,1
.93,.197125256672734,0,0,0,STNWG,4,F,C,4,.8649,1
1.5,.63244353182381,0,0,0,HBACK,1,M,D,4,2.25,1
.42,.996577686513774,0,0,0,SEDAN,4,F,C,2,.1764,1
3.18,.996577686513774,0,0,0,STNWG,3,M,D,6,10.1124,2
2.31,.63244353182381,0,0,0,SEDAN,2,F,B,3,5.3361,1
1.01,.958247775495693,1,1,200,SEDAN,3,F,A,2,1.0201,1
1.87,.996577686513774,0,0,0,HBACK,2,M,D,4,3.4969,1
3.64,.996577686513774,0,0,0,STNWG,2,M,B,3,13.2496,2
.42,.996577686513774,0,0,0,UTE,4,M,B,6,.1764,1
1.73,.0821355236139425,0,0,0,MIBUS,4,F,A,4,2.9929,1
1.54,.996577686513774,0,0,0,SEDAN,3,F,C,5,2.3716,1
1.41,.996577686513774,0,0,0,SEDAN,3,F,C,4,1.9881,1
.38,.804928131415693,1,1,200,SEDAN,4,F,C,4,.1444,1
1.24,.0164271047226521,0,0,0,HBACK,1,F,A,4,1.5376,1
1.96,.996577686513774,0,0,0,STNWG,4,F,D,3,3.8416,1
2.73,.999315537300902,0,0,0,SEDAN,1,F,A,5,7.4529,2
1.32,.996577686513774,0,0,0,STNWG,4,M,E,3,1.7424,1
1.28,.147843942504551,0,0,0,STNWG,4,F,E,4,1.6384,1
1.56,.996577686513774,0,0,0,HDTOP,4,F,F,3,2.4336,1
.37,.996577686513774,0,0,0,SEDAN,4,F,B,4,.1369,1
1.32,.996577686506498,1,2,1837.12273025513,HBACK,3,F,B,2,1.7424,1
2.98,.443531827513652,0,0,0,HBACK,3,M,A,2,8.8804,2
3.12,.996577686513774,0,0,0,STNWG,1,M,E,6,9.7344,2
1.53,.00273785078712763,0,0,0,HBACK,3,F,B,4,2.3409,1
1.6,.996577686513774,0,0,0,SEDAN,2,M,C,4,2.56,1
2.26,.00547570157425525,0,0,0,STNWG,2,F,B,3,5.1076,1
1.85,.996577686513774,0,0,0,HBACK,1,M,C,3,3.4225,1
1.24,.20807665982062,0,0,0,STNWG,4,M,E,3,1.5376,1
1.47,.958247775495693,0,0,0,HBACK,3,M,B,1,2.1609,1
.72,.996577686513774,0,0,0,SEDAN,4,F,A,3,.5184,1
.77,.996577686513774,0,0,0,HBACK,3,F,B,5,.5929,1
1.68,.616016427103432,1,1,381.919998168945,HBACK,2,F,C,3,2.8224,1
3.08,.996577686513774,0,0,0,STNWG,2,F,B,4,9.4864,2
1.73,.799452429840642,0,0,0,HBACK,2,F,C,4,2.9929,1
1.54,.208076659821018,0,0,0,TRUCK,4,M,C,3,2.3716,1
1.09,.996577686513774,0,0,0,SEDAN,3,F,D,3,1.1881,1
2.91,.0136892539355813,0,0,0,STNWG,1,M,B,3,8.4681,2
1.5,.958247775495693,0,0,0,HBACK,3,F,C,2,2.25,1
1.49,.410677618066984,0,0,0,STNWG,4,M,D,4,2.2201,1
1.76,.996577686513774,0,0,0,SEDAN,2,F,C,6,3.0976,1
.5,.996577686511955,0,0,0,HBACK,4,F,C,5,.25,1
1.21,.996577686508317,0,0,0,SEDAN,3,F,B,3,1.4641,1
.46,.429842573579663,0,0,0,SEDAN,4,F,D,3,.2116,1
1.24,.0301163586582902,0,0,0,HBACK,2,F,A,4,1.5376,1
1.54,.629705681036285,0,0,0,HBACK,1,F,C,4,2.3716,1
1.33,.960985626283218,0,0,0,HBACK,3,F,A,2,1.7689,1
1.6,.996577686513774,0,0,0,STNWG,3,F,D,4,2.56,1
4.49,.999315537300902,1,1,5322.82998657227,STNWG,1,M,A,1,20.1601,2
1.93,.00273785078712763,0,0,0,TRUCK,3,F,F,3,3.7249,1
2.47,.188911704311977,0,0,0,STNWG,2,F,C,1,6.1009,1
.69,.996577686513774,1,1,200,HBACK,4,F,B,5,.4761,1
1.87,.996577686513774,0,0,0,SEDAN,2,F,D,2,3.4969,1
1.25,.996577686513774,0,0,0,UTE,4,M,F,2,1.5625,1
4.73,.996577686506498,0,0,0,STNWG,2,F,C,3,22.3729,2
.64,.996577686513774,0,0,0,HBACK,4,F,D,3,.4096,1
1.52,.65708418891154,0,0,0,SEDAN,3,F,C,1,2.3104,1
1.68,.996577686513774,1,1,200,SEDAN,2,M,B,3,2.8224,1
1.21,.996577686513774,0,0,0,SEDAN,3,M,A,3,1.4641,1
1.38,.996577686513774,0,0,0,UTE,3,F,E,5,1.9044,1
.71,.616016427098657,0,0,0,STNWG,4,F,D,5,.5041,1
1.16,.996577686513774,0,0,0,SEDAN,3,F,C,3,1.3456,1
.35,.0410677618069712,0,0,0,SEDAN,4,F,A,4,.1225,1
1.49,.34223134838976,0,0,0,HBACK,2,F,E,1,2.2201,1
3.15,.00547570157425525,0,0,0,UTE,1,F,D,3,9.9225,2
1.97,.785763175903412,0,0,0,SEDAN,1,F,C,2,3.8809,1
1.31,.353182751539862,0,0,0,HBACK,2,F,B,6,1.7161,1
.25,.429842573579663,0,0,0,HBACK,4,F,B,2,.0625,1
1.78,.898015058177407,1,1,1839.04999923706,SEDAN,3,F,C,4,3.1684,1
.75,.208076659821018,1,1,2471.68999481201,TRUCK,3,M,A,1,.5625,1
